ID	occurrenceId	measurementType	measurementValue	measurementUnit
1449	REMACOPSE-TM-2021-07-013	ACC	61	centimetros
1450	REMACOPSE-TM-2021-07-014	ACC	71	centimetros
1451	REMACOPSE-TM-2021-07-015	ACC	34	centimetros
1452	REMACOPSE-TM-2016-08-001	ACC	66	centimetros
1453	REMACOPSE-TM-2021-07-016	ACC	53	centimetros
1454	REMACOPSE-TM-2016-08-002	ACC	66	centimetros
1455	REMACOPSE-TM-2016-08-003	ACC	68	centimetros
1456	REMACOPSE-TM-2016-08-004	ACC	72	centimetros
1457	REMACOPSE-TM-2016-08-005	ACC	67	centimetros
1458	REMACOPSE-TM-2016-08-006	ACC	60	centimetros
1459	REMACOPSE-TM-2016-08-007	ACC	72	centimetros
1460	REMACOPSE-TM-2016-08-008	ACC	68	centimetros
1461	REMACOPSE-TM-2016-08-009	ACC	71	centimetros
1462	REMACOPSE-TM-2016-08-010	ACC	64	centimetros
1463	REMACOPSE-TM-2016-08-011	ACC	72	centimetros
1464	REMACOPSE-TM-2016-08-012	ACC	68	centimetros
1465	REMACOPSE-TM-2016-08-013	ACC	50	centimetros
1466	REMACOPSE-TM-2016-08-014	ACC	56	centimetros
1467	REMACOPSE-TM-2016-08-015	ACC	84	centimetros
1468	REMACOPSE-TM-2016-08-016	ACC	56	centimetros
1469	REMACOPSE-TM-2016-08-017	ACC	50	centimetros
1470	REMACOPSE-TM-2016-08-018	ACC	66.5	centimetros
1471	REMACOPSE-TM-2016-08-019	ACC	66	centimetros
1472	REMACOPSE-TM-2016-08-020	ACC	45	centimetros
1473	REMACOPSE-TM-2016-08-021	ACC	68	centimetros
1474	REMACOPSE-TM-2016-08-022	ACC	58	centimetros
1475	REMACOPSE-TM-2016-08-023	ACC	75	centimetros
1476	REMACOPSE-TM-2016-08-024	ACC	72	centimetros
1477	REMACOPSE-TM-2016-09-001	ACC	67	centimetros
1478	REMACOPSE-TM-2016-09-002	ACC	76	centimetros
1479	REMACOPSE-TM-2016-09-003	ACC	69	centimetros
1480	REMACOPSE-TM-2016-09-004	ACC	75	centimetros
1481	REMACOPSE-TM-2016-09-005	ACC	70	centimetros
1482	REMACOPSE-TM-2016-09-006	ACC	53.5	centimetros
1483	REMACOPSE-TM-2016-09-007	ACC	76	centimetros
1484	REMACOPSE-TM-2016-09-008	ACC	47	centimetros
1485	REMACOPSE-TM-2016-09-009	ACC	62	centimetros
1486	REMACOPSE-TM-2016-09-010	ACC	46	centimetros
1487	REMACOPSE-TM-2016-09-011	ACC	59	centimetros
1488	REMACOPSE-TM-2016-09-012	ACC	67	centimetros
1489	REMACOPSE-TM-2016-09-013	ACC	57	centimetros
1490	REMACOPSE-TM-2016-09-014	ACC	77	centimetros
1491	REMACOPSE-TM-2016-09-015	ACC	55	centimetros
1492	REMACOPSE-TM-2016-09-016	ACC	86	centimetros
1493	REMACOPSE-TM-2016-09-017	ACC	67	centimetros
1494	REMACOPSE-TM-2016-09-018	ACC	86	centimetros
1495	REMACOPSE-TM-2016-09-019	ACC	78	centimetros
1496	REMACOPSE-TM-2016-10-001	ACC	82	centimetros
1497	REMACOPSE-TM-2016-10-002	ACC	78	centimetros
1498	REMACOPSE-TM-2016-10-003	ACC	67	centimetros
1499	REMACOPSE-TM-2016-10-004	ACC	71	centimetros
1500	REMACOPSE-TM-2016-11-001	ACC	59	centimetros
1501	REMACOPSE-TM-2016-11-002	ACC	49	centimetros
1502	REMACOPSE-TM-2016-11-003	ACC	72	centimetros
1503	REMACOPSE-TM-2016-11-004	ACC	106	centimetros
1504	REMACOPSE-TM-2016-11-005	ACC	62	centimetros
1505	REMACOPSE-TM-2016-11-006	ACC	72	centimetros
1506	REMACOPSE-TM-2016-11-007	ACC	76	centimetros
1507	REMACOPSE-TM-2016-11-008	ACC	68	centimetros
1508	REMACOPSE-TM-2016-12-001	ACC	33	centimetros
1509	REMACOPSE-TM-2016-12-002	ACC	57	centimetros
1510	REMACOPSE-TM-2016-11-009	ACC	55	centimetros
1511	REMACOPSE-TM-2016-12-003	ACC	76	centimetros
1512	REMACOPSE-TM-2016-12-004	ACC	50	centimetros
1513	REMACOPSE-TM-2016-12-005	ACC	69	centimetros
1514	REMACOPSE-TM-2016-12-006	ACC	66	centimetros
1515	REMACOPSE-TM-2016-12-007	ACC	60	centimetros
1516	REMACOPSE-TM-2016-12-008	ACC	68	centimetros
1517	REMACOPSE-TM-2016-12-009	ACC	63	centimetros
1518	REMACOPSE-2015-07-001	LT	271	centimetros
1519	REMACOPSE-2015-08-001	LT	283	centimetros
1520	REMACOPSE-2015-07-001	LC	222	centimetros
1521	REMACOPSE-2015-08-001	LC	265	centimetros
1522	REMACOPSE-TM-2015-07-001	LCC	70	centimetros
1523	REMACOPSE-TM-2015-07-002	LCC	45	centimetros
1524	REMACOPSE-TM-2015-07-003	LCC	67	centimetros
1525	REMACOPSE-TM-2015-07-004	LCC	54	centimetros
1526	REMACOPSE-TM-2015-07-005	LCC	68	centimetros
1527	REMACOPSE-TM-2015-07-006	LCC	64	centimetros
1528	REMACOPSE-TM-2015-07-007	LCC	69	centimetros
1529	REMACOPSE-TM-2015-07-008	LCC	71	centimetros
1530	REMACOPSE-TM-2015-07-009	LCC	63	centimetros
1531	REMACOPSE-TM-2015-07-010	LCC	70	centimetros
1532	REMACOPSE-TM-2015-07-011	LCC	64	centimetros
1533	REMACOPSE-TM-2015-07-012	LCC	63	centimetros
1534	REMACOPSE-TM-2015-07-013	LCC	63	centimetros
1535	REMACOPSE-TM-2015-08-001	LCC	65	centimetros
1536	REMACOPSE-TM-2015-08-002	LCC	65	centimetros
1537	REMACOPSE-TM-2015-08-003	LCC	65	centimetros
1538	REMACOPSE-TM-2015-08-004	LCC	68	centimetros
1539	REMACOPSE-TM-2015-08-005	LCC	68.5	centimetros
1540	REMACOPSE-TM-2015-08-006	LCC	77	centimetros
1541	REMACOPSE-TM-2015-08-007	LCC	44	centimetros
1542	REMACOPSE-TM-2015-08-008	LCC	63	centimetros
1543	REMACOPSE-TM-2015-08-009	LCC	54	centimetros
1544	REMACOPSE-TM-2015-08-010	LCC	47	centimetros
1545	REMACOPSE-TM-2015-08-011	LCC	63	centimetros
1546	REMACOPSE-TM-2015-09-001	LCC	58	centimetros
1547	REMACOPSE-TM-2015-09-002	LCC	60	centimetros
1548	REMACOPSE-TM-2015-09-003	LCC	64	centimetros
1549	REMACOPSE-TM-2015-09-004	LCC	65	centimetros
1550	REMACOPSE-TM-2015-09-005	LCC	72	centimetros
1551	REMACOPSE-TM-2015-09-006	LCC	62	centimetros
1552	REMACOPSE-TM-2015-09-007	LCC	76	centimetros
1553	REMACOPSE-TM-2015-09-008	LCC	63	centimetros
1554	REMACOPSE-TM-2015-09-009	LCC	61	centimetros
1555	REMACOPSE-TM-2015-09-010	LCC	62	centimetros
1556	REMACOPSE-TM-2015-09-011	LCC	48	centimetros
1557	REMACOPSE-TM-2015-09-012	LCC	62	centimetros
1558	REMACOPSE-TM-2015-09-013	LCC	22.5	centimetros
1559	REMACOPSE-TM-2015-09-014	LCC	56	centimetros
1560	REMACOPSE-TM-2015-09-015	LCC	65	centimetros
1561	REMACOPSE-TM-2015-09-016	LCC	61	centimetros
1562	REMACOPSE-TM-2015-10-001	LCC	78	centimetros
1563	REMACOPSE-TM-2015-10-002	LCC	53	centimetros
1564	REMACOPSE-TM-2015-10-003	LCC	91	centimetros
1565	REMACOPSE-TM-2015-10-004	LCC	65	centimetros
1566	REMACOPSE-TM-2015-10-005	LCC	62	centimetros
1567	REMACOPSE-TM-2015-10-006	LCC	65	centimetros
1568	REMACOPSE-TM-2015-10-007	LCC	71	centimetros
1569	REMACOPSE-TM-2015-10-008	LCC	65	centimetros
1570	REMACOPSE-TM-2015-10-009	LCC	62	centimetros
1571	REMACOPSE-TM-2015-11-001	LCC	74	centimetros
1572	REMACOPSE-TM-2015-11-002	LCC	61	centimetros
1573	REMACOPSE-TM-2015-11-003	LCC	49	centimetros
1574	REMACOPSE-TM-2015-11-004	LCC	70	centimetros
1575	REMACOPSE-TM-2015-11-005	LCC	122	centimetros
1576	REMACOPSE-TM-2015-11-006	LCC	88	centimetros
1577	REMACOPSE-TM-2015-11-007	LCC	68	centimetros
1578	REMACOPSE-TM-2015-11-008	LCC	62	centimetros
1579	REMACOPSE-TM-2015-11-009	LCC	68	centimetros
1580	REMACOPSE-TM-2015-07-001	ACC	71	centimetros
1581	REMACOPSE-TM-2015-07-002	ACC	34	centimetros
1582	REMACOPSE-TM-2015-07-003	ACC	66	centimetros
1583	REMACOPSE-TM-2015-07-004	ACC	53	centimetros
1584	REMACOPSE-TM-2015-07-005	ACC	66	centimetros
1585	REMACOPSE-TM-2015-07-006	ACC	68	centimetros
1586	REMACOPSE-TM-2015-07-007	ACC	72	centimetros
1587	REMACOPSE-TM-2015-07-008	ACC	67	centimetros
1588	REMACOPSE-TM-2015-07-009	ACC	60	centimetros
1589	REMACOPSE-TM-2015-07-010	ACC	72	centimetros
1590	REMACOPSE-TM-2015-07-011	ACC	68	centimetros
1591	REMACOPSE-TM-2015-07-012	ACC	71	centimetros
1592	REMACOPSE-TM-2015-07-013	ACC	64	centimetros
1593	REMACOPSE-TM-2015-08-001	ACC	72	centimetros
1594	REMACOPSE-TM-2015-08-002	ACC	68	centimetros
1595	REMACOPSE-TM-2015-08-003	ACC	50	centimetros
1596	REMACOPSE-TM-2015-08-004	ACC	56	centimetros
1597	REMACOPSE-TM-2015-08-005	ACC	84	centimetros
1598	REMACOPSE-TM-2015-08-006	ACC	56	centimetros
1599	REMACOPSE-TM-2015-08-007	ACC	50	centimetros
1600	REMACOPSE-TM-2015-08-008	ACC	66.5	centimetros
1601	REMACOPSE-TM-2015-08-009	ACC	66	centimetros
1602	REMACOPSE-TM-2015-08-010	ACC	45	centimetros
1603	REMACOPSE-TM-2015-08-011	ACC	68	centimetros
1604	REMACOPSE-TM-2015-09-001	ACC	58	centimetros
1605	REMACOPSE-TM-2015-09-002	ACC	75	centimetros
1606	REMACOPSE-TM-2015-09-003	ACC	72	centimetros
1607	REMACOPSE-TM-2015-09-004	ACC	67	centimetros
1608	REMACOPSE-TM-2015-09-005	ACC	76	centimetros
1609	REMACOPSE-TM-2015-09-006	ACC	69	centimetros
1610	REMACOPSE-TM-2015-09-007	ACC	75	centimetros
1611	REMACOPSE-TM-2015-09-008	ACC	70	centimetros
1612	REMACOPSE-TM-2015-09-009	ACC	53.5	centimetros
1613	REMACOPSE-TM-2015-09-010	ACC	76	centimetros
1614	REMACOPSE-TM-2015-09-011	ACC	47	centimetros
1615	REMACOPSE-TM-2015-09-012	ACC	62	centimetros
1616	REMACOPSE-TM-2015-09-013	ACC	46	centimetros
1617	REMACOPSE-TM-2015-09-014	ACC	59	centimetros
1618	REMACOPSE-TM-2015-09-015	ACC	67	centimetros
1619	REMACOPSE-TM-2015-09-016	ACC	57	centimetros
1620	REMACOPSE-TM-2015-10-001	ACC	77	centimetros
1621	REMACOPSE-TM-2015-10-002	ACC	55	centimetros
1622	REMACOPSE-TM-2015-10-003	ACC	86	centimetros
1623	REMACOPSE-TM-2015-10-004	ACC	67	centimetros
1624	REMACOPSE-TM-2015-10-005	ACC	86	centimetros
1625	REMACOPSE-TM-2015-10-006	ACC	78	centimetros
1626	REMACOPSE-TM-2015-10-007	ACC	82	centimetros
1627	REMACOPSE-TM-2015-10-008	ACC	78	centimetros
1628	REMACOPSE-TM-2015-10-009	ACC	67	centimetros
1629	REMACOPSE-TM-2015-11-001	ACC	71	centimetros
1630	REMACOPSE-TM-2015-11-002	ACC	59	centimetros
1631	REMACOPSE-TM-2015-11-003	ACC	49	centimetros
1632	REMACOPSE-TM-2015-11-004	ACC	72	centimetros
1633	REMACOPSE-TM-2015-11-005	ACC	110	centimetros
1634	REMACOPSE-TM-2015-11-006	ACC	106	centimetros
1635	REMACOPSE-TM-2015-11-007	ACC	62	centimetros
1636	REMACOPSE-TM-2015-11-008	ACC	72	centimetros
1637	REMACOPSE-TM-2015-11-009	ACC	76	centimetros
1638	REMAPE-2015-01-021	LT	2.4	metros
1639	REMAPE-2015-08-018	LT	2.49	metros
1640	REMAPE-2015-09-020	LT	1.5	metros
1641	REMAPE-2015-09-021	LT	1.8	metroe
1642	REMAPE-2015-01-021	AT	0.9	metros
1643	REMAPE-2015-08-018	AT	0.85	metros
1644	REMAPE-2015-09-020	AT	0.6	metros
1645	REMAPE-2015-09-021	AT	0.75	metros
